3,0.3691
3,1.1506
3,1.8052
3,1.3948
3,0.8783
4,0
5,0.96942
6,1.3473
7,0.35664
9,0
10,1.3449
10,3.1292
10,0.71297
11,3.4306
11,1.6799
13,1.0913
14,1.0835
15,1.0263
16,1.5182
16,0.040189
16,0.56735
18,0.20466
21,1.4676
21,1.5291
22,2.0774
22,1.3637
23,1.3399
25,0
26,3.1822
27,0
29,4.1522
30,1.3816
31,0.96099
32,2.7257
33,3.5432
37,3.4987
38,3.0666
41,2.8246
41,2.1186
43,2.9858
47,3.5252
48,3.7584
49,4.6996
49,3.2475
49,4.946
49,3.9945
50,2.6461
51,4.7982
54,5.6708
58,4.2564
58,5.4994
65,9.0355
66,7.9313
66,8.634
67,8.5407
68,8.5861
68,9.6282
69,8.7068
70,10.689
71,11.869
71,11.746
72,13.092
72,11.98
72,14.095
72,12.968
73,15.321
73,11.575
73,12.769
74,15.01
74,13.697
77,19.749
77,16.405
77,18.062
78,21.749
78,19.498
78,21.013
79,23.701
79,24.291
81,27.337
81,29.967
82,30.386
83,36.209
83,32.87
85,43.238
87,57.624
88,67.152
89,83.174
89,83.079
90,100.3
91,123.68
91,121.5
91,124.66
91,122.56
91,123.87
91,124
92,156.45
92,156.98
92,156.38
92,156.73
92,155.45
92,155.03
92,155.79
92,155.27
92,156.69
92,155.91
92,156.45
92,156.69
93,204.67
93,204.2
93,203.91
93,203.55
93,202.44
93,204.01
93,203.59
93,204.5
93,204.7
93,203.56
93,202.95
93,204.55
93,203.85
93,205.45
93,205.02
93,203.98
93,202.39
93,204.33
93,203.4
93,203.64
93,203.51
93,203.17
93,202.78
93,204.05
93,203.85
94,279.3
94,277.16
94,277
94,277.96
94,278.63
94,279.08
94,277.27
94,277.46
94,278.08
94,277.75
94,277.21
94,278.44
95,400.12
95,400.81
95,399.79
95,400.75
95,400.72
95,399.75
95,398.69
95,400.45
95,399.93
95,401.19
95,399.75
95,400.39
96,624.94
96,624.42
96,624.98
96,625.46
96,624.73
96,624.48
96,625.65
97,1110.2
97,1109.7
97,1111.2
97,1109.9
97,1109.6
97,1111.2
97,1111.7
97,1110.5
97,1111.5
97,1109.8
97,1111.1
97,1110
98,2499.1
98,2499.1
98,2497.7
98,2500.7
98,2498.3
98,2500
98,2500.3
98,2499.1
98,2500
98,2502.2
98,2501
98,2499.6
98,2499.3
99,9999.7
99,9999
99,10001
99,9999.6
99,9997.5
99,10001
99,10000
99,10001
99,9999.7
99,9999.5
99,9999.4
99,9997.6
